attempt_id,payment_id,strategy,attempt_number,delay_minutes,attempt_status,predicted_recovery_probability,recovered_amount_inr,risk_amount_inr,resolved_at
att_13805,pay_101307,UPI payment link,2,15,Failed,0.338,0.0,1802.8,
att_13806,pay_103627,Retry after 10 minutes,0,10,Pending,0.759,0.0,1548.43,
att_13807,pay_104833,Retry after 10 minutes,0,10,Pending,0.893,0.0,956.59,
att_13808,pay_100565,Retry after 10 minutes,0,10,Pending,0.98,0.0,2548.69,
att_13809,pay_100509,UPI payment link,3,15,Recovered,0.588,4403.73,0.0,2026-07-10 11:54:00
att_13810,pay_103254,Retry after 10 minutes,3,10,Failed,0.938,0.0,3804.52,
att_13811,pay_102881,Email reminder,3,15,Failed,0.386,0.0,4665.94,
att_13812,pay_100326,Retry after 10 minutes,2,10,Recovered,0.889,869.28,0.0,2026-07-10 10:01:00
att_13813,pay_101608,Alternate payment method,0,15,Pending,0.337,0.0,789.1,
att_13814,pay_103109,Retry after 10 minutes,2,10,Recovered,0.833,3274.24,0.0,2026-07-10 16:16:00
att_13815,pay_100718,Email reminder,2,15,Failed,0.308,0.0,1923.8,
att_13816,pay_100636,Retry after 10 minutes,1,10,Failed,0.867,0.0,3297.43,
att_13817,pay_102292,Retry after 10 minutes,1,10,Failed,0.831,0.0,1829.52,
att_13818,pay_103209,Smart gateway retry,0,15,Pending,0.809,0.0,2964.14,
att_13819,pay_103434,OTP reminder,3,15,Failed,0.658,0.0,11463.45,
att_13820,pay_101385,UPI payment link,0,15,Pending,0.352,0.0,1327.65,
att_13821,pay_104963,Alternate payment method,1,15,Failed,0.246,0.0,1760.09,
att_13822,pay_102208,Retry after 10 minutes,3,10,Recovered,0.829,1058.79,0.0,2026-07-11 08:45:00
att_13823,pay_101287,Alternate payment method,2,15,Recovered,0.234,1578.4,0.0,2026-07-11 04:01:00
att_13824,pay_104705,Retry after 10 minutes,1,10,Recovered,0.934,5185.6,0.0,2026-07-10 23:03:00
att_13825,pay_101816,Retry after 10 minutes,0,10,Pending,0.889,0.0,3152.48,
att_13826,pay_100147,Alternate payment method,0,15,Pending,0.412,0.0,565.1,
att_13827,pay_101290,Smart gateway retry,0,15,Pending,0.868,0.0,6616.5,
att_13828,pay_102174,Retry after 10 minutes,1,10,Recovered,0.795,3082.49,0.0,2026-07-11 09:34:00
att_13829,pay_101876,OTP reminder,1,15,Recovered,0.619,7293.69,0.0,2026-07-11 11:59:00
att_13830,pay_101111,Alternate payment method,3,15,Failed,0.336,0.0,4559.15,
att_13831,pay_100485,Email reminder,2,15,Failed,0.372,0.0,3248.55,
att_13832,pay_103910,Email reminder,2,15,Failed,0.401,0.0,5581.11,
att_13833,pay_100625,Retry after 10 minutes,1,10,Recovered,0.675,2183.82,0.0,2026-07-11 07:32:00
att_13834,pay_103088,Smart gateway retry,1,15,Recovered,0.852,2057.43,0.0,2026-07-11 22:58:00
att_13835,pay_101655,UPI payment link,1,15,Recovered,0.598,3088.4,0.0,2026-07-11 17:13:00
att_13836,pay_103483,UPI payment link,2,15,Recovered,0.314,20936.69,0.0,2026-07-11 22:12:00
att_13837,pay_101544,Retry after 10 minutes,2,10,Recovered,0.719,1822.26,0.0,2026-07-11 19:46:00
att_13838,pay_103701,UPI payment link,0,15,Pending,0.332,0.0,865.02,
att_13839,pay_101478,Email reminder,1,15,Failed,0.54,0.0,4882.81,
att_13840,pay_100325,Smart gateway retry,0,15,Pending,0.837,0.0,3679.7,
att_13841,pay_100411,Retry after 10 minutes,3,10,Failed,0.722,0.0,3969.55,
att_13842,pay_101502,OTP reminder,0,15,Pending,0.532,0.0,1632.92,
att_13843,pay_103810,Retry after 10 minutes,0,10,Recovered,0.661,2669.26,0.0,2026-07-11 14:02:00
att_13844,pay_102935,UPI payment link,2,15,Failed,0.468,0.0,2010.16,
att_13845,pay_101511,Alternate payment method,3,15,Failed,0.191,0.0,394.1,
att_13846,pay_100566,Alternate payment method,2,15,Recovered,0.374,1514.64,0.0,2026-07-12 06:00:00
att_13847,pay_103781,Retry after 10 minutes,0,10,Pending,0.937,0.0,3681.5,
att_13848,pay_102967,Alternate payment method,3,15,Failed,0.403,0.0,1995.39,
att_13849,pay_103335,UPI payment link,3,15,Failed,0.529,0.0,3685.34,
att_13850,pay_100031,Alternate payment method,2,15,Failed,0.223,0.0,5966.29,
att_13851,pay_100077,OTP reminder,0,15,Pending,0.517,0.0,2291.57,
att_13852,pay_104154,UPI payment link,2,15,Recovered,0.383,740.37,0.0,2026-07-12 07:26:00
att_13853,pay_102314,Alternate payment method,3,15,Failed,0.274,0.0,1770.85,
att_13854,pay_104372,UPI payment link,0,15,Pending,0.355,0.0,2961.65,
att_13855,pay_104208,UPI payment link,2,15,Recovered,0.29,1277.28,0.0,2026-07-12 07:37:00
att_13856,pay_102913,Email reminder,1,15,Failed,0.462,0.0,817.88,
att_13857,pay_104260,OTP reminder,1,15,Recovered,0.591,1904.47,0.0,2026-07-12 19:12:00
att_13858,pay_104966,Retry after 10 minutes,2,10,Failed,0.713,0.0,1711.4,
att_13859,pay_100975,Smart gateway retry,2,15,Failed,0.792,0.0,3196.48,
att_13860,pay_103196,UPI payment link,3,15,Failed,0.341,0.0,9829.13,
att_13861,pay_103151,Email reminder,3,15,Recovered,0.372,1683.15,0.0,2026-07-12 13:10:00
att_13862,pay_103740,Smart gateway retry,3,15,Failed,0.69,0.0,9641.61,
att_13863,pay_103028,OTP reminder,2,15,Failed,0.773,0.0,1168.14,
att_13864,pay_102746,Alternate payment method,0,15,Pending,0.067,0.0,3146.92,
att_13865,pay_103313,Alternate payment method,1,15,Failed,0.319,0.0,1400.94,
att_13866,pay_103849,UPI payment link,2,15,Failed,0.316,0.0,2467.56,
att_13867,pay_103713,Email reminder,3,15,Failed,0.483,0.0,5259.84,
att_13868,pay_103180,Alternate payment method,2,15,Failed,0.433,0.0,2804.51,
att_13869,pay_102240,Alternate payment method,1,15,Failed,0.375,0.0,4427.15,
att_13870,pay_100362,Email reminder,2,15,Failed,0.544,0.0,2376.43,
att_13871,pay_103881,Retry after 10 minutes,3,10,Recovered,0.652,2526.81,0.0,2026-07-12 23:14:00
att_13872,pay_103470,UPI payment link,1,15,Failed,0.288,0.0,2226.1,
att_13873,pay_101838,Alternate payment method,0,15,Pending,0.45,0.0,2349.9,
att_13874,pay_103621,Retry after 10 minutes,2,10,Failed,0.873,0.0,814.28,
att_13875,pay_103412,OTP reminder,3,15,Recovered,0.632,1390.69,0.0,2026-07-13 06:47:00
att_13876,pay_102298,UPI payment link,1,15,Failed,0.274,0.0,2068.57,
att_13877,pay_101256,Retry after 10 minutes,0,10,Pending,0.775,0.0,2024.51,
att_13878,pay_104929,Retry after 10 minutes,2,10,Failed,0.646,0.0,1394.43,
att_13879,pay_103868,UPI payment link,0,15,Pending,0.317,0.0,4410.24,
att_13880,pay_104802,OTP reminder,1,15,Recovered,0.501,6897.84,0.0,2026-07-13 03:24:00
att_13881,pay_102702,Retry after 10 minutes,0,10,Pending,0.799,0.0,2429.57,
att_13882,pay_102393,Retry after 10 minutes,1,10,Recovered,0.746,1040.31,0.0,2026-07-12 22:38:00
att_13883,pay_103443,UPI payment link,2,15,Failed,0.346,0.0,794.32,
att_13884,pay_103951,Retry after 10 minutes,3,10,Recovered,0.862,6454.82,0.0,2026-07-13 14:18:00
att_13885,pay_101354,Retry after 10 minutes,1,10,Recovered,0.956,2571.36,0.0,2026-07-13 09:08:00
att_13886,pay_100902,Retry after 10 minutes,2,10,Failed,0.704,0.0,5289.38,
att_13887,pay_102357,UPI payment link,2,15,Failed,0.336,0.0,1884.57,
att_13888,pay_102193,Retry after 10 minutes,1,10,Failed,0.825,0.0,1759.1,
att_13889,pay_102873,Smart gateway retry,0,15,Pending,0.707,0.0,2653.31,
att_13890,pay_100963,Retry after 10 minutes,2,10,Recovered,0.955,1288.21,0.0,2026-07-14 08:15:00
att_13891,pay_103669,UPI payment link,3,15,Failed,0.43,0.0,1315.78,
att_13892,pay_102552,Alternate payment method,3,15,Recovered,0.361,1240.87,0.0,2026-07-14 01:01:00
att_13893,pay_103585,Alternate payment method,3,15,Recovered,0.418,4342.32,0.0,2026-07-14 05:29:00
att_13894,pay_104555,Smart gateway retry,1,15,Failed,0.76,0.0,1329.81,
att_13895,pay_101581,Smart gateway retry,0,15,Recovered,0.899,4111.87,0.0,2026-07-13 18:31:00
att_13896,pay_103475,Retry after 10 minutes,3,10,Failed,0.651,0.0,8419.2,
att_13897,pay_101394,UPI payment link,2,15,Failed,0.257,0.0,2393.98,
att_13898,pay_102838,Retry after 10 minutes,1,10,Recovered,0.98,2005.92,0.0,2026-07-14 08:34:00
att_13899,pay_103178,Email reminder,1,15,Failed,0.496,0.0,1959.56,
att_13900,pay_103682,Alternate payment method,3,15,Failed,0.289,0.0,911.38,
att_13901,pay_103017,Alternate payment method,1,15,Failed,0.421,0.0,970.95,
att_13902,pay_102461,OTP reminder,0,15,Pending,0.627,0.0,3769.51,
att_13903,pay_103959,UPI payment link,0,15,Pending,0.279,0.0,11275.32,
att_13904,pay_102664,Retry after 10 minutes,0,10,Recovered,0.774,2252.29,0.0,2026-07-13 22:32:00
att_13905,pay_100141,Retry after 10 minutes,2,10,Failed,0.862,0.0,1059.83,
att_13906,pay_104586,UPI payment link,2,15,Failed,0.401,0.0,1554.53,
att_13907,pay_102601,OTP reminder,3,15,Recovered,0.828,1166.84,0.0,2026-07-14 05:30:00
att_13908,pay_102733,UPI payment link,0,15,Pending,0.185,0.0,9543.56,
att_13909,pay_102469,Alternate payment method,3,15,Recovered,0.458,2078.07,0.0,2026-07-14 15:13:00
att_13910,pay_104187,OTP reminder,3,15,Recovered,0.7,1642.86,0.0,2026-07-14 05:00:00
att_13911,pay_103231,OTP reminder,3,15,Failed,0.681,0.0,3819.27,
att_13912,pay_102443,Smart gateway retry,3,15,Failed,0.709,0.0,3103.41,
att_13913,pay_101709,Smart gateway retry,1,15,Recovered,0.867,371.3,0.0,2026-07-14 21:07:00
att_13914,pay_104754,Retry after 10 minutes,3,10,Recovered,0.96,2611.56,0.0,2026-07-14 17:47:00
att_13915,pay_101987,Retry after 10 minutes,0,10,Pending,0.682,0.0,1125.24,
att_13916,pay_103525,Alternate payment method,1,15,Failed,0.228,0.0,10921.52,
att_13917,pay_104995,Retry after 10 minutes,3,10,Recovered,0.834,2505.09,0.0,2026-07-14 12:37:00
att_13918,pay_103296,UPI payment link,3,15,Failed,0.326,0.0,1856.01,
att_13919,pay_103327,Retry after 10 minutes,0,10,Pending,0.851,0.0,7088.08,
att_13920,pay_104604,Retry after 10 minutes,3,10,Failed,0.922,0.0,1566.05,
att_13921,pay_101988,Alternate payment method,1,15,Failed,0.344,0.0,555.17,
att_13922,pay_104672,OTP reminder,1,15,Recovered,0.737,15285.01,0.0,2026-07-14 18:02:00
att_13923,pay_101744,Alternate payment method,0,15,Pending,0.352,0.0,1991.27,
att_13924,pay_102522,OTP reminder,2,15,Recovered,0.663,4781.13,0.0,2026-07-15 06:06:00
att_13925,pay_104026,UPI payment link,0,15,Pending,0.408,0.0,796.75,
att_13926,pay_102276,UPI payment link,1,15,Failed,0.322,0.0,4548.73,
att_13927,pay_101071,Retry after 10 minutes,1,10,Failed,0.947,0.0,2711.39,
att_13928,pay_103240,Email reminder,3,15,Failed,0.461,0.0,561.57,
att_13929,pay_104653,Alternate payment method,3,15,Failed,0.144,0.0,7218.8,
att_13930,pay_102359,Alternate payment method,2,15,Failed,0.235,0.0,6604.43,
att_13931,pay_100734,UPI payment link,0,15,Pending,0.377,0.0,2061.88,
att_13932,pay_103241,UPI payment link,3,15,Failed,0.384,0.0,1776.34,
att_13933,pay_101939,Alternate payment method,3,15,Recovered,0.302,4617.27,0.0,2026-07-15 19:09:00
att_13934,pay_104118,UPI payment link,2,15,Failed,0.391,0.0,1181.24,
att_13935,pay_103432,Email reminder,0,15,Pending,0.4,0.0,7650.67,
att_13936,pay_102473,Retry after 10 minutes,2,10,Recovered,0.864,3700.99,0.0,2026-07-15 08:41:00
att_13937,pay_101473,UPI payment link,0,15,Pending,0.516,0.0,10499.51,
att_13938,pay_101871,Email reminder,2,15,Failed,0.404,0.0,782.35,
att_13939,pay_103582,UPI payment link,1,15,Recovered,0.385,5413.58,0.0,2026-07-15 10:32:00
att_13940,pay_103078,Alternate payment method,3,15,Recovered,0.3,2737.92,0.0,2026-07-16 08:25:00
att_13941,pay_102869,Smart gateway retry,2,15,Failed,0.747,0.0,3133.94,
att_13942,pay_102495,Smart gateway retry,1,15,Recovered,0.766,5269.3,0.0,2026-07-16 08:19:00
att_13943,pay_104058,Alternate payment method,0,15,Pending,0.369,0.0,5596.54,
att_13944,pay_102764,UPI payment link,0,15,Pending,0.496,0.0,1688.57,
att_13945,pay_104569,Smart gateway retry,0,15,Pending,0.855,0.0,1863.39,
att_13946,pay_101739,Email reminder,1,15,Recovered,0.466,166.38,0.0,2026-07-16 09:53:00
att_13947,pay_103735,OTP reminder,2,15,Failed,0.752,0.0,2114.43,
att_13948,pay_104810,Email reminder,2,15,Failed,0.371,0.0,2414.79,
att_13949,pay_102772,UPI payment link,0,15,Pending,0.394,0.0,2411.96,
att_13950,pay_102642,Alternate payment method,3,15,Recovered,0.369,3366.5,0.0,2026-07-16 12:02:00
att_13951,pay_103831,Alternate payment method,1,15,Failed,0.328,0.0,3989.71,
att_13952,pay_100338,Alternate payment method,1,15,Failed,0.296,0.0,1182.92,
att_13953,pay_100652,Email reminder,1,15,Failed,0.406,0.0,2416.33,
att_13954,pay_104885,Retry after 10 minutes,3,10,Recovered,0.872,1719.31,0.0,2026-07-16 17:59:00
att_13955,pay_100223,Smart gateway retry,0,15,Recovered,0.699,1905.14,0.0,2026-07-16 18:04:00
att_13956,pay_100663,UPI payment link,3,15,Failed,0.287,0.0,7253.58,
att_13957,pay_102115,UPI payment link,3,15,Failed,0.487,0.0,2366.03,
att_13958,pay_104261,Smart gateway retry,2,15,Failed,0.826,0.0,1505.65,
att_13959,pay_101795,Retry after 10 minutes,1,10,Recovered,0.833,45589.82,0.0,2026-07-16 13:31:00
att_13960,pay_101363,OTP reminder,3,15,Failed,0.527,0.0,11527.29,
att_13961,pay_102899,Alternate payment method,0,15,Pending,0.427,0.0,2613.05,
att_13962,pay_100871,Retry after 10 minutes,0,10,Recovered,0.906,296.93,0.0,2026-07-16 19:13:00
att_13963,pay_100008,Smart gateway retry,1,15,Recovered,0.709,15479.58,0.0,2026-07-17 02:42:00
att_13964,pay_103503,UPI payment link,0,15,Pending,0.325,0.0,10750.94,
att_13965,pay_102348,Smart gateway retry,2,15,Recovered,0.908,5110.08,0.0,2026-07-17 05:35:00
att_13966,pay_103893,Alternate payment method,1,15,Failed,0.489,0.0,1596.71,
att_13967,pay_101084,OTP reminder,0,15,Pending,0.63,0.0,1083.81,
att_13968,pay_103287,Retry after 10 minutes,0,10,Recovered,0.772,4519.98,0.0,2026-07-17 03:52:00
att_13969,pay_104163,UPI payment link,2,15,Failed,0.271,0.0,1902.38,
att_13970,pay_100425,OTP reminder,3,15,Failed,0.555,0.0,1113.97,
att_13971,pay_102814,Email reminder,0,15,Recovered,0.627,9311.45,0.0,2026-07-16 16:28:00
att_13972,pay_104577,UPI payment link,1,15,Failed,0.398,0.0,1323.01,
att_13973,pay_103964,Alternate payment method,3,15,Failed,0.327,0.0,14850.36,
att_13974,pay_100101,Email reminder,3,15,Failed,0.489,0.0,494.22,
att_13975,pay_101703,Alternate payment method,0,15,Pending,0.314,0.0,5305.38,
att_13976,pay_104158,Alternate payment method,1,15,Failed,0.203,0.0,6230.03,
att_13977,pay_102510,Alternate payment method,1,15,Failed,0.255,0.0,2447.46,
att_13978,pay_102744,Email reminder,1,15,Failed,0.294,0.0,716.61,
att_13979,pay_103023,OTP reminder,3,15,Failed,0.569,0.0,1960.91,
att_13980,pay_100837,Alternate payment method,0,15,Pending,0.484,0.0,1458.53,
att_13981,pay_101786,Retry after 10 minutes,2,10,Failed,0.778,0.0,4620.29,
att_13982,pay_102812,OTP reminder,0,15,Pending,0.629,0.0,2478.62,
att_13983,pay_104655,OTP reminder,1,15,Recovered,0.623,6221.55,0.0,2026-07-17 22:40:00
att_13984,pay_104843,Alternate payment method,2,15,Failed,0.401,0.0,6888.98,
att_13985,pay_102093,UPI payment link,3,15,Recovered,0.494,20979.25,0.0,2026-07-17 01:17:00
att_13986,pay_103039,Alternate payment method,2,15,Failed,0.46,0.0,13498.87,
att_13987,pay_104790,Smart gateway retry,1,15,Recovered,0.66,1371.21,0.0,2026-07-17 05:43:00
att_13988,pay_104826,Retry after 10 minutes,0,10,Pending,0.84,0.0,1062.3,
att_13989,pay_104491,Retry after 10 minutes,0,10,Pending,0.816,0.0,400.5,
att_13990,pay_103152,UPI payment link,3,15,Failed,0.315,0.0,3239.0,
att_13991,pay_100992,Retry after 10 minutes,1,10,Recovered,0.736,621.42,0.0,2026-07-17 15:19:00
att_13992,pay_101769,Alternate payment method,0,15,Pending,0.361,0.0,2675.54,
att_13993,pay_100397,Email reminder,1,15,Failed,0.509,0.0,880.88,
att_13994,pay_103836,Alternate payment method,0,15,Pending,0.337,0.0,2272.86,
att_13995,pay_103908,UPI payment link,0,15,Pending,0.506,0.0,353.68,
att_13996,pay_102465,Smart gateway retry,0,15,Pending,0.727,0.0,3121.22,
att_13997,pay_103257,Smart gateway retry,3,15,Recovered,0.773,2062.86,0.0,2026-07-17 21:02:00
att_13998,pay_103181,UPI payment link,3,15,Failed,0.347,0.0,2193.36,
att_13999,pay_103692,Alternate payment method,1,15,Failed,0.309,0.0,2414.28,
att_14000,pay_102889,UPI payment link,3,15,Failed,0.362,0.0,9512.37,
att_14001,pay_100542,Smart gateway retry,2,15,Recovered,0.696,2582.04,0.0,2026-07-18 05:15:00
att_14002,pay_102850,UPI payment link,2,15,Failed,0.142,0.0,999.8,
att_14003,pay_100051,OTP reminder,3,15,Failed,0.645,0.0,2685.38,
att_14004,pay_101114,Alternate payment method,1,15,Failed,0.445,0.0,5938.82,
att_14005,pay_104580,OTP reminder,0,15,Recovered,0.758,2580.39,0.0,2026-07-17 23:58:00
att_14006,pay_102860,Email reminder,0,15,Pending,0.482,0.0,1364.41,
att_14007,pay_102992,Smart gateway retry,0,15,Pending,0.774,0.0,2342.45,
att_14008,pay_102553,Smart gateway retry,3,15,Recovered,0.728,2993.04,0.0,2026-07-18 00:43:00
att_14009,pay_100887,UPI payment link,3,15,Failed,0.311,0.0,639.34,
att_14010,pay_104247,Smart gateway retry,3,15,Recovered,0.851,1340.58,0.0,2026-07-18 06:03:00
att_14011,pay_104955,Alternate payment method,1,15,Failed,0.36,0.0,2684.75,
att_14012,pay_101112,UPI payment link,3,15,Failed,0.288,0.0,2835.51,
att_14013,pay_102219,UPI payment link,3,15,Failed,0.408,0.0,5907.47,
att_14014,pay_104984,Email reminder,1,15,Recovered,0.444,5007.19,0.0,2026-07-18 11:29:00
att_14015,pay_100522,Alternate payment method,2,15,Failed,0.379,0.0,3950.32,
att_14016,pay_102391,Smart gateway retry,2,15,Recovered,0.794,1695.89,0.0,2026-07-18 22:02:00
att_14017,pay_103294,Retry after 10 minutes,0,10,Pending,0.769,0.0,586.57,
att_14018,pay_103193,Alternate payment method,2,15,Failed,0.491,0.0,2102.74,
att_14019,pay_101177,Smart gateway retry,3,15,Failed,0.788,0.0,3003.26,
att_14020,pay_103912,OTP reminder,1,15,Failed,0.583,0.0,1016.37,
att_14021,pay_101522,Alternate payment method,2,15,Recovered,0.23,3430.55,0.0,2026-07-18 08:38:00
att_14022,pay_104874,Email reminder,0,15,Pending,0.596,0.0,4116.16,
att_14023,pay_104870,UPI payment link,1,15,Failed,0.373,0.0,4985.59,
att_14024,pay_104102,Alternate payment method,2,15,Failed,0.364,0.0,879.71,
att_14025,pay_104447,Email reminder,1,15,Failed,0.446,0.0,5085.24,
att_14026,pay_104008,UPI payment link,3,15,Failed,0.493,0.0,526.38,
att_14027,pay_101650,Smart gateway retry,0,15,Pending,0.83,0.0,4884.03,
att_14028,pay_100071,Email reminder,1,15,Recovered,0.426,2075.56,0.0,2026-07-18 21:30:00
att_14029,pay_104795,OTP reminder,0,15,Pending,0.626,0.0,7662.74,
att_14030,pay_102809,Alternate payment method,1,15,Recovered,0.439,4001.24,0.0,2026-07-19 07:06:00
att_14031,pay_102070,UPI payment link,3,15,Failed,0.29,0.0,371.42,
att_14032,pay_104904,Retry after 10 minutes,2,10,Failed,0.795,0.0,940.83,
att_14033,pay_103044,OTP reminder,2,15,Failed,0.617,0.0,2079.69,
att_14034,pay_103255,OTP reminder,0,15,Pending,0.686,0.0,4011.52,
att_14035,pay_103775,Retry after 10 minutes,2,10,Recovered,0.647,7721.59,0.0,2026-07-18 21:47:00
att_14036,pay_103393,Retry after 10 minutes,1,10,Failed,0.938,0.0,6065.81,
att_14037,pay_102737,Retry after 10 minutes,1,10,Failed,0.749,0.0,5336.2,
att_14038,pay_101533,UPI payment link,2,15,Failed,0.264,0.0,5643.07,
att_14039,pay_100252,UPI payment link,0,15,Pending,0.43,0.0,1389.77,
att_14040,pay_104563,Smart gateway retry,1,15,Recovered,0.98,9466.18,0.0,2026-07-19 12:51:00
att_14041,pay_104490,Alternate payment method,2,15,Failed,0.361,0.0,1010.47,
att_14042,pay_102943,Alternate payment method,2,15,Failed,0.486,0.0,1054.72,
att_14043,pay_101325,Smart gateway retry,3,15,Failed,0.771,0.0,1286.48,
att_14044,pay_102673,OTP reminder,0,15,Pending,0.55,0.0,910.64,
att_14045,pay_103358,Alternate payment method,0,15,Recovered,0.373,1810.29,0.0,2026-07-19 05:03:00
att_14046,pay_103528,OTP reminder,1,15,Failed,0.633,0.0,922.69,
att_14047,pay_104018,UPI payment link,3,15,Failed,0.513,0.0,1803.96,
att_14048,pay_101959,OTP reminder,0,15,Pending,0.641,0.0,2033.32,
att_14049,pay_104982,OTP reminder,2,15,Failed,0.497,0.0,5745.8,
att_14050,pay_101344,Smart gateway retry,2,15,Recovered,0.827,1182.56,0.0,2026-07-19 06:49:00
att_14051,pay_104155,Retry after 10 minutes,0,10,Recovered,0.817,1062.0,0.0,2026-07-19 20:31:00
att_14052,pay_104407,Retry after 10 minutes,0,10,Pending,0.845,0.0,4041.87,
att_14053,pay_101797,OTP reminder,1,15,Failed,0.545,0.0,3537.4,
att_14054,pay_102740,Alternate payment method,2,15,Failed,0.526,0.0,911.0,
att_14055,pay_102928,UPI payment link,3,15,Recovered,0.483,1242.65,0.0,2026-07-19 09:51:00
att_14056,pay_103289,Retry after 10 minutes,2,10,Failed,0.864,0.0,668.63,
att_14057,pay_101662,Alternate payment method,2,15,Failed,0.28,0.0,4182.68,
att_14058,pay_101890,Retry after 10 minutes,0,10,Pending,0.876,0.0,5770.2,
att_14059,pay_101431,Smart gateway retry,1,15,Recovered,0.666,4458.88,0.0,2026-07-19 23:35:00
att_14060,pay_104330,Retry after 10 minutes,1,10,Recovered,0.843,2685.38,0.0,2026-07-19 13:53:00
att_14061,pay_102384,Email reminder,0,15,Pending,0.562,0.0,146.78,
att_14062,pay_100911,OTP reminder,1,15,Recovered,0.9,3719.9,0.0,2026-07-20 06:20:00
att_14063,pay_103934,UPI payment link,0,15,Pending,0.364,0.0,3869.64,
att_14064,pay_103098,Alternate payment method,1,15,Recovered,0.469,1072.88,0.0,2026-07-20 00:16:00
att_14065,pay_100634,UPI payment link,3,15,Failed,0.458,0.0,863.5,
att_14066,pay_102925,UPI payment link,1,15,Failed,0.429,0.0,936.27,
att_14067,pay_100022,UPI payment link,2,15,Failed,0.468,0.0,4771.19,
att_14068,pay_101928,Alternate payment method,2,15,Failed,0.346,0.0,1844.39,
att_14069,pay_101638,Smart gateway retry,0,15,Recovered,0.735,2099.43,0.0,2026-07-20 09:52:00
att_14070,pay_104928,Retry after 10 minutes,3,10,Recovered,0.855,644.07,0.0,2026-07-19 21:21:00
att_14071,pay_100563,Email reminder,2,15,Failed,0.47,0.0,7237.35,
att_14072,pay_103086,Email reminder,1,15,Failed,0.429,0.0,2172.49,
att_14073,pay_102612,Alternate payment method,2,15,Failed,0.408,0.0,4879.44,
att_14074,pay_100468,Email reminder,3,15,Failed,0.429,0.0,7764.8,
att_14075,pay_104167,OTP reminder,2,15,Recovered,0.713,15002.22,0.0,2026-07-20 11:47:00
att_14076,pay_103667,OTP reminder,0,15,Pending,0.568,0.0,1127.08,
att_14077,pay_101105,Retry after 10 minutes,2,10,Failed,0.819,0.0,894.99,
att_14078,pay_100348,UPI payment link,1,15,Failed,0.26,0.0,1173.31,
att_14079,pay_104390,UPI payment link,3,15,Failed,0.316,0.0,10268.22,
att_14080,pay_104627,Alternate payment method,3,15,Failed,0.376,0.0,1131.63,
att_14081,pay_102482,OTP reminder,3,15,Failed,0.664,0.0,2735.07,
att_14082,pay_102380,UPI payment link,0,15,Pending,0.167,0.0,1924.5,
att_14083,pay_101885,Retry after 10 minutes,0,10,Recovered,0.948,5374.26,0.0,2026-07-20 21:33:00
att_14084,pay_100250,Alternate payment method,0,15,Pending,0.373,0.0,2979.46,
att_14085,pay_100391,Smart gateway retry,3,15,Failed,0.698,0.0,26120.91,
att_14086,pay_103823,Retry after 10 minutes,2,10,Failed,0.786,0.0,12740.17,
att_14087,pay_101701,Smart gateway retry,3,15,Failed,0.793,0.0,666.19,
att_14088,pay_103878,OTP reminder,1,15,Recovered,0.662,479.23,0.0,2026-07-20 14:09:00
att_14089,pay_104225,Alternate payment method,2,15,Failed,0.341,0.0,2355.72,
att_14090,pay_101882,OTP reminder,0,15,Pending,0.699,0.0,9931.99,
att_14091,pay_102274,Retry after 10 minutes,1,10,Failed,0.746,0.0,2103.56,
att_14092,pay_101173,Smart gateway retry,1,15,Failed,0.771,0.0,5993.83,
att_14093,pay_101404,Retry after 10 minutes,0,10,Pending,0.98,0.0,3105.69,
att_14094,pay_102031,UPI payment link,0,15,Pending,0.522,0.0,5896.51,
att_14095,pay_104772,Retry after 10 minutes,1,10,Failed,0.818,0.0,5755.99,
att_14096,pay_103791,Retry after 10 minutes,1,10,Recovered,0.901,4727.27,0.0,2026-07-21 08:51:00
att_14097,pay_103786,Alternate payment method,2,15,Recovered,0.462,3151.36,0.0,2026-07-21 03:25:00
att_14098,pay_100660,UPI payment link,1,15,Failed,0.291,0.0,1395.08,
att_14099,pay_100229,UPI payment link,2,15,Failed,0.366,0.0,2221.17,
att_14100,pay_103887,UPI payment link,0,15,Pending,0.262,0.0,15118.91,
att_14101,pay_102146,Smart gateway retry,0,15,Pending,0.975,0.0,1691.49,
att_14102,pay_102367,Retry after 10 minutes,1,10,Failed,0.975,0.0,4204.52,
att_14103,pay_103087,OTP reminder,2,15,Recovered,0.67,1484.41,0.0,2026-07-21 03:53:00
att_14104,pay_102247,UPI payment link,1,15,Recovered,0.48,1463.19,0.0,2026-07-21 07:18:00
att_14105,pay_102477,Alternate payment method,0,15,Pending,0.359,0.0,1501.93,
att_14106,pay_100760,Retry after 10 minutes,2,10,Recovered,0.98,1155.92,0.0,2026-07-21 07:52:00
att_14107,pay_103195,Retry after 10 minutes,3,10,Recovered,0.85,2620.37,0.0,2026-07-21 17:33:00
att_14108,pay_102369,Smart gateway retry,0,15,Pending,0.622,0.0,5249.23,
att_14109,pay_103051,Email reminder,2,15,Failed,0.485,0.0,7066.17,
att_14110,pay_100258,Retry after 10 minutes,2,10,Recovered,0.799,4314.01,0.0,2026-07-21 17:29:00
att_14111,pay_103949,Alternate payment method,0,15,Pending,0.537,0.0,3982.37,
att_14112,pay_100543,Smart gateway retry,0,15,Pending,0.624,0.0,3813.17,
att_14113,pay_104633,Smart gateway retry,0,15,Recovered,0.904,3321.0,0.0,2026-07-22 02:01:00
